pattern,n_nodes,n_edges,s_exp,s_theta,pval_exp,pval_theta
PIK3CA->-KMT2D TP53->-KMT2D TP53->-PIK3CA,3,3,3.000000,3,,1.904085e-01
PIK3CA->-KMT2D PIK3CA->-TP53 TP53->-KMT2D,3,3,5.000000,5,,1.133374e-02
TP53->-RUNX1,2,1,13.500000,13,,4.070058e-02
PIK3CA->-RUNX1 PIK3CA->-TP53 TP53->-RUNX1,3,3,2.000000,2,,1.956019e-01
CDH1->-RUNX1 CDH1->-TP53 TP53->-RUNX1,3,3,2.000000,2,,7.407407e-02
TP53->-BRCA2,2,1,13.500000,13,,4.921514e-04
TP53->-NSD1,2,1,13.000000,12,,4.883993e-04
TP53->-CREBBP,2,1,13.000000,13,,5.893898e-04
PIK3CA->-ATR,2,1,13.000000,13,,4.676788e-03
PIK3CA->-ATR PIK3CA->-TP53 TP53->-ATR,3,3,2.500000,2,,2.178868e-01
CDH1->-ESR1,2,1,13.000000,13,,5.859936e-02
CDH1->-ESR1 CDH1->-PIK3CA PIK3CA->-ESR1,3,3,4.000000,4,,5.486968e-03
TP53->-KMT2A,2,1,13.000000,13,,4.152636e-05
PIK3CA->-PTEN,2,1,13.000000,13,,3.413507e-01
PIK3CA->-PTEN TP53->-PIK3CA TP53->-PTEN,3,3,2.000000,2,,4.113510e-01
PIK3CA->-PTEN PIK3CA->-TP53 TP53->-PTEN,3,3,6.000000,6,,6.317646e-04
TP53->-STAG2,2,1,12.500000,12,,8.063974e-03
MEN1->-GATA3,2,1,12.000000,12,,2.441406e-04
TP53->-FOXA1,2,1,12.000000,12,,9.277948e-03
PIK3CA->-FOXA1 TP53->-FOXA1 TP53->-PIK3CA,3,3,3.000000,3,,1.114040e-01
PIK3CA->-FOXA1 PIK3CA->-TP53 TP53->-FOXA1,3,3,2.000000,2,,3.562517e-01
CDH1->-FOXA1 CDH1->-TP53 TP53->-FOXA1,3,3,2.000000,2,,1.805646e-01
CDH1->-FOXA1 TP53->-CDH1 TP53->-FOXA1,3,3,2.000000,2,,1.805646e-01
PIK3CA->-SPEN,2,1,12.000000,12,,3.273075e-02
TP53->-TBX3,2,1,12.000000,12,,3.588552e-02
NF1->-TP53,2,1,12.000000,12,,9.767184e-01
NF1->-PIK3CA,2,1,12.000000,12,,2.530287e-01
NF1->-PIK3CA TP53->-NF1 TP53->-PIK3CA,3,3,3.000000,3,,2.407948e-01
NF1->-PIK3CA NF1->-TP53 TP53->-PIK3CA,3,3,4.000000,4,,7.921105e-02
TP53->-FLT4,2,1,12.000000,12,,1.717320e-05
TP53->-APC,2,1,12.000000,12,,1.584476e-04
PTEN->-TP53,2,1,11.500000,11,,9.998445e-01
TP53->-ESR1,2,1,11.500000,11,,3.470940e-03
PIK3CA->-ESR1 TP53->-ESR1 TP53->-PIK3CA,3,3,2.000000,2,,1.045743e-01
MAP3K1->-GATA3,2,1,11.500000,11,,5.124955e-01
GATA3->-PIK3CA MAP3K1->-GATA3 MAP3K1->-PIK3CA,3,3,5.000000,4,,2.087699e-01
MAP3K1->-GATA3 PIK3CA->-GATA3 PIK3CA->-MAP3K1,3,3,2.000000,2,,7.166769e-01
CDH1->-CBFB,2,1,11.500000,11,,2.268278e-01
CBFB->-PIK3CA CDH1->-CBFB CDH1->-PIK3CA,3,3,5.000000,5,,6.345300e-03
PTEN->-PIK3CA,2,1,11.500000,11,,6.517048e-01
TP53->-ALK,2,1,11.500000,11,,4.655350e-04
FOXA1->-PIK3CA,2,1,11.500000,11,,9.937154e-01
CDH1->-FOXA1 CDH1->-PIK3CA FOXA1->-PIK3CA,3,3,3.000000,3,,3.615165e-01
PIK3CA->-PTPRT,2,1,11.500000,11,,1.601947e-02
PIK3CA->-RB1,2,1,11.000000,11,,2.077885e-01
PIK3CA->-RB1 TP53->-PIK3CA TP53->-RB1,3,3,2.000000,2,,3.885123e-01
PIK3CA->-RB1 PIK3CA->-TP53 TP53->-RB1,3,3,4.000000,4,,2.930552e-02
TP53->-CDKN2A,2,1,11.000000,11,,1.058250e-02
TP53->-PTPRS,2,1,11.000000,11,,1.927915e-05
TP53->-ERBB3,2,1,11.000000,11,,3.443261e-05
TP53->-ATM,2,1,11.000000,11,,6.909207e-04
TP53->-NOTCH4,2,1,11.000000,11,,7.504473e-06
PIK3CA->-NOTCH4,2,1,11.000000,11,,5.279867e-03
PIK3CA->-NOTCH4 PIK3CA->-TP53 TP53->-NOTCH4,3,3,4.000000,4,,1.339213e-03
PIK3CA->-ATM,2,1,11.000000,11,,1.889754e-01
PIK3CA->-ATM PIK3CA->-TP53 TP53->-ATM,3,3,3.000000,3,,5.653264e-02
TP53->-FBXW7,2,1,11.000000,11,,2.128809e-03
PIK3CA->-RICTOR,2,1,10.500000,10,,5.261523e-03
TP53->-EP300,2,1,10.500000,10,,1.018667e-02
GATA3->-ARID1A,2,1,10.500000,10,,4.401023e-01
GATA3->-ARID1A PIK3CA->-ARID1A PIK3CA->-GATA3,3,3,2.000000,2,,2.665083e-01
GATA3->-ARID1A GATA3->-PIK3CA PIK3CA->-ARID1A,3,3,2.500000,2,,2.665083e-01
GATA3->-MAP3K1,2,1,10.500000,10,,6.754059e-01
GATA3->-MAP3K1 GATA3->-PIK3CA MAP3K1->-PIK3CA,3,3,3.000000,3,,4.381280e-01
GATA3->-MAP3K1 GATA3->-PIK3CA PIK3CA->-MAP3K1,3,3,4.000000,4,,2.087699e-01
TP53->-SETD2,2,1,10.500000,10,,4.815244e-04
PIK3CA->-NF1,2,1,10.000000,10,,5.779408e-01
PIK3CA->-NF1 TP53->-NF1 TP53->-PIK3CA,3,3,3.000000,3,,2.407948e-01
PIK3CA->-NF1 PIK3CA->-TP53 TP53->-NF1,3,3,2.000000,2,,5.314936e-01
CDH1->-PTEN,2,1,10.000000,10,,2.387862e-01
TP53->-ATRX,2,1,10.000000,10,,5.569064e-04
TP53->-CARD11,2,1,10.000000,10,,3.876146e-03
TP53->-NOTCH2,2,1,10.000000,10,,3.425223e-04
TP53->-MAP2K4,2,1,10.000000,10,,1.707849e-01
ESR1->-GATA3,2,1,10.000000,10,,2.791955e-01
ESR1->-GATA3 PIK3CA->-ESR1 PIK3CA->-GATA3,3,3,3.000000,3,,1.195656e-01
CDH1->-GATA3,2,1,10.000000,10,,7.610238e-03
CDH1->-GATA3 CDH1->-PIK3CA PIK3CA->-GATA3,3,3,3.000000,3,,8.526099e-02
CDH1->-GATA3 PIK3CA->-CDH1 PIK3CA->-GATA3,3,3,2.000000,2,,3.061225e-01
CDH1->-ESR1 CDH1->-GATA3 ESR1->-GATA3,3,3,3.000000,3,,4.629630e-03
CDH1->-ESR1 CDH1->-GATA3 CDH1->-PIK3CA ESR1->-GATA3 PIK3CA->-ESR1 PIK3CA->-GATA3,4,6,2.000000,2,,1.736111e-03
PIK3CA->-FLT4,2,1,10.000000,10,,9.398791e-03
PIK3CA->-FLT4 TP53->-FLT4 TP53->-PIK3CA,3,3,2.000000,2,,9.660268e-02
PIK3CA->-FLT4 PIK3CA->-TP53 TP53->-FLT4,3,3,2.000000,2,,9.660268e-02
ERBB2->-CDH1,2,1,10.000000,10,,9.444879e-01
TP53->-ARID1B,2,1,10.000000,10,,2.580762e-02
TP53->-EPHA5,2,1,10.000000,10,,5.843950e-03
TP53->-PTPRT,2,1,10.000000,10,,2.024284e-03
PIK3CA->-PTPRT TP53->-PIK3CA TP53->-PTPRT,3,3,3.000000,3,,7.924580e-02
PIK3CA->-PTPRT PIK3CA->-TP53 TP53->-PTPRT,3,3,4.000000,4,,1.385724e-02
TP53->-BARD1,2,1,10.000000,10,,4.262773e-05
PIK3CA->-KMT2A,2,1,10.000000,10,,5.837845e-02
PIK3CA->-KMT2A TP53->-KMT2A TP53->-PIK3CA,3,3,3.000000,3,,1.968695e-02
KMT2C->-MAP3K1,2,1,9.500000,9,,4.567373e-01
KMT2C->-MAP3K1 PIK3CA->-KMT2C PIK3CA->-MAP3K1,3,3,4.000000,4,,1.289757e-01
KMT2C->-MAP3K1 KMT2C->-PIK3CA MAP3K1->-PIK3CA,3,3,2.500000,2,,6.184999e-01
PIK3CA->-MAP2K4,2,1,9.500000,9,,9.379885e-01
TP53->-MED12,2,1,9.500000,9,,4.491374e-02
ERBB2->-PIK3CA,2,1,9.500000,9,,4.339917e-01
CDH1->-ERBB2 CDH1->-PIK3CA ERBB2->-PIK3CA,3,3,4.500000,4,,5.746990e-02
TP53->-ARID5B,2,1,9.500000,9,,2.483437e-03
TP53->-SPEN,2,1,9.500000,9,,4.124754e-02
PIK3CA->-SPEN PIK3CA->-TP53 TP53->-SPEN,3,3,3.000000,3,,9.876257e-03
KMT2C->-GATA3,2,1,9.000000,9,,2.387615e-01
TP53->-EPHB1,2,1,9.000000,9,,1.627208e-03
MAP3K1->-KMT2C,2,1,9.000000,9,,4.567373e-01
MAP3K1->-KMT2C MAP3K1->-PIK3CA PIK3CA->-KMT2C,3,3,3.000000,3,,3.253299e-01
MAP3K1->-KMT2C PIK3CA->-KMT2C PIK3CA->-MAP3K1,3,3,2.000000,2,,6.184999e-01
MAP3K1->-KMT2C TP53->-KMT2C TP53->-MAP3K1,3,3,2.000000,2,,5.788510e-02
KMT2C->-PIK3CA MAP3K1->-KMT2C MAP3K1->-PIK3CA,3,3,2.000000,2,,6.184999e-01
ARID1A->-GATA3,2,1,9.000000,9,,6.183328e-01
ARID1A->-GATA3 ARID1A->-PIK3CA PIK3CA->-GATA3,3,3,2.000000,2,,2.665083e-01
AKT1->-CDH1,2,1,9.000000,9,,3.675928e-01
AKT1->-CDH1 AKT1->-TP53 CDH1->-TP53,3,3,2.500000,2,,1.281936e-01
CDH1->-MAP2K4,2,1,9.000000,9,,3.155587e-02
CDH1->-MAP2K4 CDH1->-PIK3CA MAP2K4->-PIK3CA,3,3,2.000000,2,,2.111661e-01
CDH1->-MAP2K4 CDH1->-TP53 TP53->-MAP2K4,3,3,2.000000,2,,5.083635e-02
CDH1->-CDK12 CDH1->-TP53 TP53->-CDK12,3,3,2.000000,2,,1.015188e-02
CDH1->-MAP2K4 PIK3CA->-CDH1 PIK3CA->-MAP2K4,3,3,2.000000,2,,2.111661e-01
TP53->-RICTOR,2,1,9.000000,9,,4.148317e-05
BRCA1-/-RICTOR PIK3CA->-BRCA1 PIK3CA->-RICTOR PIK3CA->-TP53 TP53->-BRCA1 TP53->-RICTOR,4,6,2.000000,2,,6.298816e-06
PTEN->-NF1,2,1,9.000000,9,,1.958569e-02
PTEN->-NF1 TP53->-NF1 TP53->-PTEN,3,3,5.000000,5,,5.955071e-03
PTEN->-NF1 PTEN->-TP53 TP53->-NF1,3,3,3.000000,3,,1.465443e-01
PIK3CA->-CREBBP,2,1,9.000000,9,,1.611949e-01
PIK3CA->-CREBBP TP53->-CREBBP TP53->-PIK3CA,3,3,2.000000,2,,1.285838e-01
AKT1->-GATA3,2,1,9.000000,9,,7.161458e-03
TP53->-ZFHX3,2,1,9.000000,9,,2.210584e-02
PIK3CA->-PTPRD,2,1,9.000000,9,,2.404139e-04
PIK3CA->-PTPRD TP53->-PIK3CA TP53->-PTPRD,3,3,2.000000,2,,2.947898e-02
TP53->-ERCC5,2,1,9.000000,9,,4.976497e-04
PIK3CA->-CDKN1B,2,1,9.000000,8,,5.488670e-01
TP53->-SF3B1,2,1,9.000000,9,,7.275132e-04
PIK3CA->-SF3B1 TP53->-PIK3CA TP53->-SF3B1,3,3,2.000000,2,,2.492161e-01
PIK3CA->-SF3B1 PIK3CA->-TP53 TP53->-SF3B1,3,3,4.000000,4,,7.605820e-03
PIK3CA->-POLE,2,1,9.000000,9,,2.144801e-03
TP53->-POLE,2,1,9.000000,9,,2.422879e-04
PIK3CA->-POLE PIK3CA->-TP53 TP53->-POLE,3,3,5.000000,5,,1.566490e-04
TP53->-TET2,2,1,9.000000,9,,3.968254e-04
PIK3CA->-ARID2,2,1,8.500000,8,,1.051166e-01
PIK3CA->-ARID2 PIK3CA->-TP53 TP53->-ARID2,3,3,4.000000,4,,2.965989e-03
TP53->-ROS1,2,1,8.500000,8,,6.300600e-02
PTEN->-KMT2C,2,1,8.500000,8,,1.693093e-02
PTEN->-KMT2C TP53->-KMT2C TP53->-PTEN,3,3,2.500000,2,,7.407407e-02
MEN1->-PIK3CA,2,1,8.500000,8,,9.251986e-02
TBX3->-CDH1,2,1,8.500000,8,,9.619493e-01
CDH1->-PIK3CA TBX3->-CDH1 TBX3->-PIK3CA,3,3,4.000000,4,,1.340151e-01
PIK3CA->-MED12,2,1,8.500000,8,,9.850959e-02
PIK3CA->-MED12 PIK3CA->-TP53 TP53->-MED12,3,3,2.000000,2,,1.221271e-01
TP53->-BRCA1,2,1,8.500000,8,,1.000426e-02
ATM->-PIK3CA,2,1,8.000000,8,,6.882402e-01
FOXA1->-MAP3K1,2,1,8.000000,8,,1.165468e-01
FOXA1->-MAP3K1 PIK3CA->-FOXA1 PIK3CA->-MAP3K1,3,3,3.000000,3,,1.357475e-01
CDH1->-FOXA1 CDH1->-MAP3K1 CDH1->-PIK3CA FOXA1->-MAP3K1 PIK3CA->-FOXA1 PIK3CA->-MAP3K1,4,6,2.000000,2,,5.063657e-03
FOXA1->-MAP3K1 TP53->-FOXA1 TP53->-MAP3K1,3,3,4.000000,4,,1.447928e-03
FOXA1->-MAP3K1 FOXA1->-PIK3CA PIK3CA->-MAP3K1,3,3,2.000000,2,,3.943578e-01
PIK3CA->-ZFHX3,2,1,8.000000,8,,2.950213e-01
TP53->-TSC2,2,1,8.000000,8,,1.837389e-02
CDH1->-AKT1,2,1,8.000000,8,,5.596228e-01
TP53->-ANKRD11,2,1,8.000000,8,,3.980022e-03
CDH1->-BRCA2,2,1,8.000000,8,,9.230140e-02
CDH1->-BRCA2 TP53->-BRCA2 TP53->-CDH1,3,3,2.000000,2,,5.015432e-02
PTEN->-CDH1,2,1,8.000000,8,,5.978269e-01
CDH1->-TP53 PTEN->-CDH1 PTEN->-TP53,3,3,2.000000,2,,6.278428e-02
PIK3CA->-PTPRS,2,1,8.000000,8,,7.280089e-02
PIK3CA->-PTPRS PIK3CA->-TP53 TP53->-PTPRS,3,3,3.000000,3,,6.542171e-03
PIK3CA->-DICER1,2,1,8.000000,8,,3.576676e-03
PIK3CA->-PTCH1,2,1,8.000000,8,,1.062720e-02
NCOR1->-TP53,2,1,8.000000,8,,9.731451e-01
NCOR1->-TP53 PIK3CA->-NCOR1 PIK3CA->-TP53,3,3,2.000000,2,,3.645043e-01
CDH1->-NCOR1 CDH1->-TP53 NCOR1->-TP53,3,3,2.000000,2,,3.581267e-01
PTEN->-MAP3K1,2,1,8.000000,8,,6.006803e-02
PTEN->-MAP3K1 TP53->-MAP3K1 TP53->-PTEN,3,3,2.000000,2,,1.302910e-01
MAP3K1->-PIK3CA PTEN->-MAP3K1 PTEN->-PIK3CA,3,3,2.000000,2,,2.627671e-02
CDH1->-MAP3K1 CDH1->-NF1 NF1->-MAP3K1 PTEN->-CDH1 PTEN->-MAP3K1 PTEN->-NF1,4,6,2.000000,2,,1.251385e-03
RUNX1->-PIK3CA,2,1,8.000000,8,,9.772924e-01
CDH1->-CREBBP,2,1,8.000000,8,,3.986713e-02
CDH1->-CREBBP CDH1->-PIK3CA PIK3CA->-CREBBP,3,3,4.000000,4,,1.329045e-02
RB1->-TP53,2,1,8.000000,8,,9.881832e-01
KMT2C->-TP53,2,1,8.000000,8,,9.984538e-01
TP53->-BAP1,2,1,8.000000,8,,7.127525e-03
RUNX1->-CDH1,2,1,8.000000,8,,9.079802e-01
CDH1->-PIK3CA RUNX1->-CDH1 RUNX1->-PIK3CA,3,3,2.000000,2,,5.145788e-01
PIK3CA->-CDH1 RUNX1->-CDH1 RUNX1->-PIK3CA,3,3,2.000000,2,,5.145788e-01
CBFB->-MAP3K1,2,1,8.000000,8,,3.889509e-02
CBFB->-MAP3K1 CBFB->-PIK3CA MAP3K1->-PIK3CA,3,3,6.000000,6,,2.061855e-04
CBFB->-GATA3 CBFB->-MAP3K1 MAP3K1->-GATA3,3,3,2.000000,2,,1.102431e-01
CDH1->-NF1,2,1,8.000000,8,,2.179593e-01
CDH1->-NF1 CDH1->-PIK3CA PIK3CA->-NF1,3,3,3.000000,3,,1.201594e-01
CDH1->-APC,2,1,8.000000,8,,2.742790e-03
PIK3CA->-ERBB2,2,1,7.500000,7,,7.856157e-01
CDH1->-ERBB2 CDH1->-PIK3CA PIK3CA->-ERBB2,3,3,4.000000,4,,5.746990e-02
PIK3CA->-MGA,2,1,7.500000,7,,4.429832e-01
CDH1->-PTPRD,2,1,7.500000,7,,3.725565e-02
CDH1->-PTPRD CDH1->-TP53 TP53->-PTPRD,3,3,2.500000,2,,1.671746e-01
CDH1->-PTPRD TP53->-CDH1 TP53->-PTPRD,3,3,2.000000,2,,1.671746e-01
CDH1->-PIK3CA CDH1->-PTPRD PIK3CA->-PTPRD,3,3,2.000000,2,,1.200029e-01
CDH1->-PTPRD PIK3CA->-CDH1 PIK3CA->-PTPRD,3,3,2.000000,2,,1.200029e-01
PIK3CA->-CARD11,2,1,7.000000,7,,3.814077e-03
PIK3CA->-CARD11 TP53->-CARD11 TP53->-PIK3CA,3,3,2.000000,2,,1.046667e-01
APC->-ARID2 APC->-MGA MGA->-ARID2 PIK3CA->-APC PIK3CA->-ARID2 PIK3CA->-MGA PIK3CA->-TP53 TP53->-APC TP53->-ARID2 TP53->-MGA,5,10,2.000000,2,,1.592341e-04
APC->-KMT2D APC->-MGA MGA->-KMT2D PIK3CA->-APC PIK3CA->-KMT2D PIK3CA->-MGA PIK3CA->-TP53 TP53->-APC TP53->-KMT2D TP53->-MGA,5,10,2.000000,2,,1.605739e-04
APC->-ATR APC->-MGA MGA->-ATR PIK3CA->-APC PIK3CA->-ATR PIK3CA->-MGA PIK3CA->-TP53 TP53->-APC TP53->-ATR TP53->-MGA,5,10,2.000000,2,,1.596240e-04
APC->-CARD11 APC->-MGA MGA->-CARD11 PIK3CA->-APC PIK3CA->-CARD11 PIK3CA->-MGA PIK3CA->-TP53 TP53->-APC TP53->-CARD11 TP53->-MGA,5,10,2.000000,2,,1.583842e-04
TP53->-DNMT1,2,1,7.000000,7,,9.043040e-04
CDH1->-KMT2D,2,1,7.000000,7,,1.743255e-02
CDH1->-KMT2D CDH1->-PIK3CA PIK3CA->-KMT2D,3,3,2.000000,2,,2.311385e-01
CDH1->-KMT2D PIK3CA->-CDH1 PIK3CA->-KMT2D,3,3,2.000000,2,,2.311385e-01
CDH1->-EPHB1,2,1,7.000000,7,,4.116193e-03
CDH1->-EPHB1 CDH1->-TP53 TP53->-EPHB1,3,3,3.000000,3,,3.208929e-03
PIK3CA->-BRCA2,2,1,7.000000,7,,1.373277e-01
CDH1->-BRCA2 CDH1->-PIK3CA CDH1->-TBX3 PIK3CA->-BRCA2 TBX3->-BRCA2 TBX3->-PIK3CA,4,6,2.000000,2,,7.804695e-04
PIK3CA->-DNMT3A,2,1,7.000000,7,,2.251861e-02
CDH1->-PTPRS,2,1,7.000000,7,,3.877507e-03
CDH1->-PTPRS CDH1->-TP53 TP53->-PTPRS,3,3,2.000000,2,,2.100390e-02
TP53->-MDC1,2,1,7.000000,7,,2.822346e-02
MAP3K1->-ERBB3,2,1,7.000000,7,,3.400679e-03
PIK3CA->-ROS1,2,1,7.000000,7,,6.487553e-02
GATA3->-SPEN,2,1,7.000000,7,,1.981713e-01
MAP3K1->-ARID1A,2,1,7.000000,7,,1.189475e-01
MAP3K1->-ARID1A MAP3K1->-PIK3CA PIK3CA->-ARID1A,3,3,3.500000,3,,1.069387e-01
GATA3->-ARID1A MAP3K1->-ARID1A MAP3K1->-GATA3,3,3,3.000000,3,,4.629630e-03
GATA3->-ARID1A GATA3->-PIK3CA MAP3K1->-ARID1A MAP3K1->-GATA3 MAP3K1->-PIK3CA PIK3CA->-ARID1A,4,6,2.000000,2,,5.063657e-03
TP53->-DDR2,2,1,7.000000,7,,8.477061e-03
CDH1->-ERBB3,2,1,7.000000,7,,4.161932e-02
CDH1->-SPEN,2,1,7.000000,7,,1.497398e-01
CDH1->-PIK3CA CDH1->-SPEN PIK3CA->-SPEN,3,3,2.000000,2,,7.357085e-02
NCOR1->-GATA3,2,1,7.000000,7,,1.347065e-02
TP53->-PIK3C2G,2,1,7.000000,7,,5.187747e-04
TP53->-KDM6A,2,1,7.000000,7,,4.112984e-02
TP53->-SOX17,2,1,7.000000,7,,7.177151e-03
TP53->-GRIN2A,2,1,7.000000,7,,2.170139e-03
CBFB->-CDH1,2,1,7.000000,7,,8.662915e-01
CBFB->-CDH1 CBFB->-PIK3CA CDH1->-PIK3CA,3,3,2.000000,2,,4.201304e-01
CTCF->-PIK3CA,2,1,7.000000,7,,1.618752e-01
