dataset,min_pval_exp,min_pval_theta
101,2.314815e-04,4.137510e-04
102,4.782517e-05,6.944444e-05
103,3.776790e-04,3.943130e-04
104,6.271243e-04,8.469399e-04
105,3.648165e-04,1.882242e-04
106,3.845385e-04,3.970899e-04
107,4.065312e-04,4.109741e-04
108,4.782517e-05,7.207220e-05
109,3.722093e-04,3.782073e-04
110,2.539005e-04,3.909808e-04
111,3.732089e-04,3.880929e-04
112,3.654337e-04,3.686549e-04
113,3.792069e-04,3.918694e-04
114,4.111963e-04,4.171943e-04
115,3.754304e-04,3.820949e-04
116,3.996446e-04,4.149728e-04
117,3.334444e-04,3.338887e-04
118,3.359991e-04,3.526602e-04
119,3.887593e-04,3.970899e-04
120,6.482174e-05,7.343517e-05
121,4.054204e-04,4.109741e-04
122,9.347481e-04,1.727886e-03
123,4.782517e-05,7.207220e-05
124,3.887593e-04,3.887593e-04
125,3.515495e-04,3.883150e-04
126,2.314815e-04,3.804287e-04
127,4.782517e-05,7.207220e-05
128,4.687722e-04,9.728312e-04
129,4.782517e-05,7.207220e-05
130,6.944444e-05,6.944444e-05
131,8.680556e-04,1.184388e-03
132,4.782517e-05,7.207220e-05
133,2.411265e-05,7.233796e-05
134,1.416618e-04,1.416618e-04
135,4.822531e-04,7.799919e-04
136,4.235764e-04,6.042480e-04
137,3.887593e-04,4.598467e-04
138,2.314815e-04,6.944444e-04
139,4.473324e-04,1.706434e-03
140,7.755568e-04,7.103744e-04
141,5.017162e-05,7.392702e-05
142,3.487726e-04,3.658780e-04
143,3.341109e-04,3.345551e-04
144,3.927262e-04,5.831390e-04
145,3.822059e-04,3.915362e-04
146,3.582139e-04,3.892036e-04
147,3.687660e-04,3.740975e-04
148,6.283069e-05,7.605820e-05
149,4.998334e-04,1.069088e-03
150,3.894257e-04,3.943130e-04
151,3.842053e-04,3.955348e-04
152,3.785405e-04,3.865378e-04
153,1.364087e-05,4.464286e-05
154,4.472434e-04,1.170202e-03
155,2.314815e-04,3.814284e-04
156,5.488541e-04,1.374820e-03
157,3.472222e-04,3.970899e-04
158,3.438854e-04,3.765412e-04
159,1.984127e-05,3.637566e-05
160,5.236553e-04,8.886272e-04
161,4.982642e-04,8.572143e-04
162,3.962013e-04,4.114184e-04
163,6.664445e-04,1.345501e-03
164,2.893519e-04,3.838720e-04
165,3.471065e-04,4.054204e-04
166,3.859825e-04,3.915362e-04
167,3.722093e-04,3.812063e-04
168,3.887593e-04,3.970899e-04
169,3.970899e-04,4.026436e-04
170,7.716049e-04,5.048619e-04
171,3.401724e-04,4.285238e-04
172,3.698767e-04,3.732089e-04
173,3.612129e-04,3.915362e-04
174,3.619078e-04,3.879789e-04
175,3.485505e-04,3.732089e-04
176,1.012731e-04,1.012731e-04
177,3.793489e-04,4.054204e-04
178,4.016439e-04,4.140842e-04
179,3.972009e-04,4.078640e-04
180,3.527713e-04,3.715428e-04
181,3.794291e-04,3.829834e-04
182,3.493280e-04,3.557703e-04
183,6.944444e-05,6.944444e-05
184,4.073087e-04,4.098634e-04
185,4.008664e-04,4.137510e-04
186,8.631631e-05,1.299987e-04
187,4.405339e-04,9.652989e-04
188,3.925057e-04,4.225620e-04
189,3.798734e-04,3.954237e-04
190,3.747640e-04,3.869821e-04
191,4.034339e-04,3.423715e-04
192,6.283069e-05,6.944444e-05
193,3.967566e-04,4.040875e-04
194,3.306878e-04,4.243827e-04
195,6.824392e-04,6.824392e-04
196,4.643194e-04,8.493943e-04
197,3.542851e-04,3.707653e-04
198,3.565478e-04,3.752083e-04
199,6.944444e-05,6.944444e-05
200,6.944444e-05,6.944444e-05
201,3.401724e-04,4.616120e-04
202,7.569570e-04,1.312063e-03
203,2.502770e-04,3.412868e-04
204,3.609908e-04,3.859825e-04
205,5.137176e-04,1.416195e-03
206,3.752083e-04,3.845385e-04
207,3.545485e-04,3.705432e-04
208,4.782517e-05,7.207220e-05
209,4.782517e-05,7.207220e-05
210,3.606576e-04,3.649894e-04
211,9.036843e-04,1.394400e-03
212,3.772991e-04,9.705098e-04
213,4.822531e-04,1.446759e-03
214,4.782517e-05,6.944444e-05
215,3.215021e-05,1.286008e-04
216,3.731231e-04,7.497501e-04
217,3.627680e-04,3.775408e-04
218,2.480159e-04,4.026436e-04
219,8.680556e-04,7.330890e-04
220,3.338887e-04,3.345551e-04
221,6.944444e-05,6.944444e-05
222,4.822531e-04,8.030507e-04
223,3.549928e-04,3.965345e-04
224,4.782517e-05,7.207220e-05
225,1.984127e-04,1.091270e-03
226,3.576586e-04,3.598800e-04
227,3.943130e-04,3.970899e-04
228,5.171555e-05,7.391053e-05
229,3.962661e-04,6.346057e-04
230,9.645062e-04,1.277352e-03
231,2.893519e-04,4.546958e-04
232,6.944444e-05,6.944444e-05
233,3.502166e-04,3.532156e-04
234,9.308491e-04,1.079821e-03
235,8.680556e-04,1.636905e-03
236,5.732535e-05,8.159463e-05
237,4.581806e-04,8.191714e-04
238,1.984127e-05,3.637566e-05
239,3.775408e-04,3.843163e-04
240,3.541380e-04,3.998667e-04
241,9.773663e-05,1.311728e-04
242,3.732089e-04,3.823170e-04
243,4.090417e-04,4.137510e-04
244,4.782517e-05,7.207220e-05
245,4.271859e-04,1.137524e-03
246,4.193047e-04,4.193047e-04
247,4.246864e-04,7.716049e-04
248,8.330556e-04,1.610574e-03
249,6.944444e-05,6.944444e-05
250,3.820949e-04,3.865378e-04
251,3.332223e-04,3.785405e-04
252,3.572305e-04,3.838720e-04
253,3.887593e-04,3.915362e-04
254,4.782517e-05,6.944444e-05
255,7.233796e-05,7.233796e-05
256,3.498834e-04,3.748750e-04
257,4.065312e-04,4.114184e-04
258,3.581029e-04,4.163057e-04
259,1.607510e-05,7.207220e-05
260,3.512163e-04,3.732089e-04
261,3.983681e-04,1.257451e-03
262,3.732089e-04,3.812063e-04
263,3.791191e-04,4.110343e-04
264,4.782517e-05,7.207220e-05
265,6.944444e-05,6.944444e-05
266,3.872043e-04,3.892036e-04
267,1.418341e-04,4.069010e-04
268,1.364087e-05,4.464286e-05
269,3.776519e-04,3.859825e-04
270,3.965192e-04,5.036866e-04
271,6.944444e-05,6.944444e-05
272,7.076540e-05,7.391053e-05
273,7.109788e-04,1.636905e-03
274,6.944444e-05,6.944444e-05
275,3.436801e-04,3.748750e-04
276,6.803288e-04,7.716049e-04
277,2.033883e-04,3.859825e-04
278,3.915362e-04,4.171943e-04
279,3.352216e-04,3.355548e-04
280,7.716049e-04,7.716049e-04
281,2.104469e-04,3.812063e-04
282,3.859825e-04,3.887593e-04
283,3.709935e-04,7.580806e-04
284,3.731318e-04,4.109741e-04
285,3.902033e-04,4.020882e-04
286,3.754304e-04,3.820949e-04
287,3.526602e-04,3.748750e-04
288,3.334444e-04,1.304321e-04
289,3.472222e-04,4.169721e-04
290,4.054204e-04,4.137510e-04
291,2.238893e-04,3.733200e-04
292,3.485505e-04,3.643230e-04
293,4.043097e-04,4.163057e-04
294,5.993373e-04,1.283690e-03
295,3.859825e-04,3.902033e-04
296,3.389981e-04,3.932023e-04
297,6.664445e-04,7.497501e-04
298,6.252196e-04,4.459041e-04
299,3.967566e-04,4.089748e-04
300,4.782517e-05,7.207220e-05
301,1.571328e-04,2.479151e-04
302,3.767633e-04,4.109741e-04
303,3.492169e-04,3.722093e-04
304,4.782517e-05,7.207220e-05
305,4.601776e-04,1.037965e-03
306,5.787037e-04,1.485616e-03
307,6.869932e-04,1.360658e-03
308,3.437537e-04,3.776519e-04
309,7.076540e-05,7.391053e-05
310,3.782073e-04,4.040875e-04
311,3.782073e-04,3.812063e-04
312,2.803096e-04,2.803096e-04
313,4.822531e-04,1.446759e-03
314,2.314815e-04,4.016439e-04
315,4.137510e-04,4.220815e-04
316,6.283069e-05,7.605820e-05
317,5.291005e-05,1.058201e-04
318,3.507349e-04,1.207301e-03
319,3.715428e-04,3.998667e-04
320,1.015022e-04,1.304321e-04
321,3.527713e-04,3.613240e-04
322,3.838720e-04,3.865378e-04
323,3.402199e-04,3.429968e-04
324,4.141953e-04,4.261913e-04
325,7.440476e-04,1.226946e-03
326,3.565478e-04,3.565478e-04
327,6.541030e-04,1.022807e-03
328,5.553704e-04,8.128491e-04
329,3.692103e-04,3.932023e-04
330,4.105298e-04,4.238587e-04
331,3.845385e-04,4.055315e-04
332,3.898700e-04,4.031989e-04
333,4.016439e-04,4.040875e-04
334,3.998667e-04,4.065312e-04
335,1.121003e-03,7.283521e-04
336,4.789515e-04,9.107143e-04
337,1.139323e-04,2.803096e-04
338,3.897392e-04,1.291236e-03
339,3.512163e-04,3.945352e-04
340,3.728757e-04,3.894257e-04
341,8.474693e-04,1.291236e-03
342,6.944444e-05,6.944444e-05
343,3.880929e-04,4.021993e-04
344,4.131956e-04,4.265245e-04
345,3.511052e-04,3.752083e-04
346,3.378874e-04,3.381095e-04
347,7.233796e-05,7.233796e-05
348,1.984127e-04,3.474008e-04
349,4.782517e-05,7.207220e-05
350,3.829439e-04,3.887593e-04
351,6.664445e-04,1.238232e-03
352,6.944444e-05,6.944444e-05
353,4.442963e-04,6.001372e-04
354,4.043097e-04,4.220815e-04
355,3.495501e-04,3.812063e-04
356,7.440476e-04,1.069088e-03
357,7.440476e-04,1.240079e-03
358,3.752944e-04,3.887593e-04
359,8.469399e-04,1.249583e-03
360,7.440476e-04,1.240079e-03
361,2.033883e-04,3.829834e-04
362,4.782517e-05,7.207220e-05
363,3.518827e-04,3.887593e-04
364,4.998334e-04,9.718983e-04
365,2.502770e-04,3.412868e-04
366,9.715964e-04,1.727886e-03
367,3.454404e-04,3.674331e-04
368,4.081973e-04,4.141953e-04
369,4.132079e-04,6.807836e-04
370,1.015022e-04,1.304321e-04
371,3.829834e-04,3.917583e-04
372,5.123408e-04,7.914029e-04
373,2.314815e-04,6.803288e-04
374,3.915362e-04,3.943130e-04
375,2.033883e-04,4.233110e-04
376,3.705432e-04,3.772076e-04
377,5.787037e-04,1.255318e-03
378,6.200397e-04,1.109792e-03
379,3.053590e-04,3.471039e-04
380,4.698537e-04,5.214311e-04
381,3.665445e-04,3.732089e-04
382,3.337776e-04,3.348884e-04
383,4.782517e-05,7.207220e-05
384,2.314815e-04,3.341109e-04
385,3.998667e-04,4.165278e-04
386,9.093915e-04,1.636905e-03
387,1.364087e-05,4.464286e-05
388,4.517196e-04,6.510793e-04
389,3.838720e-04,3.393179e-04
390,3.996446e-04,4.140842e-04
391,3.682106e-04,3.880929e-04
392,3.712096e-04,3.838720e-04
393,6.172840e-04,7.716049e-04
394,3.664334e-04,4.054204e-04
395,3.720238e-04,7.936508e-04
396,3.705432e-04,3.798734e-04
397,3.752083e-04,3.752083e-04
398,1.146384e-04,1.190476e-04
399,3.892036e-04,3.938687e-04
400,4.782517e-05,7.207220e-05
401,4.859491e-04,8.330556e-04
402,3.392203e-04,3.634344e-04
403,4.047087e-04,8.062789e-04
404,3.919805e-04,4.021993e-04
405,3.465511e-04,3.785405e-04
406,3.593669e-04,3.915362e-04
407,2.893519e-04,4.546958e-04
408,3.732089e-04,3.758747e-04
409,3.707398e-04,4.327446e-04
410,5.831390e-04,7.358658e-04
411,3.521049e-04,3.712096e-04
412,8.885927e-04,1.636905e-03
413,1.984127e-04,1.091270e-03
414,3.823170e-04,3.880929e-04
415,8.680556e-04,1.581598e-03
416,3.944241e-04,3.944241e-04
417,3.792069e-04,3.938687e-04
418,3.784453e-04,3.879659e-04
419,3.720238e-04,8.855382e-04
420,3.894257e-04,3.894257e-04
421,3.532156e-04,3.705432e-04
422,5.626860e-04,9.765625e-04
423,3.858025e-04,4.081973e-04
424,1.273148e-04,1.298868e-04
425,2.771479e-04,7.512549e-04
426,4.660669e-04,4.762857e-04
427,4.782517e-05,7.207220e-05
428,3.472222e-04,3.692103e-04
429,5.137176e-04,5.449836e-04
430,4.089748e-04,3.652763e-04
431,3.609908e-04,3.609908e-04
432,8.101852e-04,8.819070e-04
433,6.944444e-05,6.944444e-05
434,7.233796e-05,7.233796e-05
435,6.061868e-04,8.886272e-04
436,3.345551e-04,3.348884e-04
437,3.737298e-04,6.925029e-04
438,3.992003e-04,3.992003e-04
439,4.124612e-04,9.069390e-04
440,3.472222e-04,8.309546e-04
441,1.256947e-04,1.315401e-04
442,2.802789e-04,4.111279e-04
443,3.868710e-04,3.894257e-04
444,4.566811e-04,6.753304e-04
445,6.062794e-04,6.062794e-04
446,7.331854e-05,1.013645e-04
447,4.822531e-04,9.762692e-04
448,4.220910e-04,8.721431e-04
449,3.354437e-04,3.385538e-04
450,4.001759e-04,9.257896e-04
451,4.720649e-04,3.826369e-04
452,6.944444e-05,6.944444e-05
453,3.965345e-04,3.986449e-04
454,8.465638e-05,1.299987e-04
455,3.681565e-04,3.776256e-04
456,3.943130e-04,3.998667e-04
457,3.554371e-04,3.887593e-04
458,3.345551e-04,3.352216e-04
459,2.480159e-04,3.945352e-04
460,3.434411e-04,3.587693e-04
461,4.302846e-04,5.398270e-04
462,3.582139e-04,4.026436e-04
463,3.752944e-04,3.966247e-04
464,4.782517e-05,7.207220e-05
465,4.411228e-04,7.754138e-04
466,7.937356e-04,8.886272e-04
467,4.782517e-05,6.944444e-05
468,7.440476e-04,1.123172e-03
469,7.495591e-04,7.936508e-04
470,4.134177e-04,4.328557e-04
471,4.998334e-04,1.397156e-03
472,4.717693e-04,7.539154e-04
473,3.398867e-04,3.498834e-04
474,3.734205e-04,3.849246e-04
475,7.233796e-05,7.233796e-05
476,9.023362e-04,1.213881e-03
477,4.137510e-04,4.276352e-04
478,6.944444e-05,6.944444e-05
479,3.682106e-04,8.886272e-04
480,1.418341e-04,4.069010e-04
481,3.572143e-04,3.842053e-04
482,3.401724e-04,3.972009e-04
483,1.364087e-05,4.464286e-05
484,3.970899e-04,3.970899e-04
485,4.109741e-04,4.234144e-04
486,6.944444e-05,6.944444e-05
487,6.479322e-04,5.436614e-04
488,3.462179e-04,3.491059e-04
489,3.740975e-04,3.785405e-04
490,3.672109e-04,3.692103e-04
491,3.545639e-04,6.376150e-04
492,3.511052e-04,3.766522e-04
493,6.978785e-04,1.212760e-03
494,1.139323e-04,2.803096e-04
495,3.712096e-04,3.772076e-04
496,5.732535e-05,8.159463e-05
497,3.712096e-04,3.796512e-04
498,3.792069e-04,3.892036e-04
499,4.982642e-04,1.138509e-03
